Relocated,HasDebt,PayTuition,Gender,HasScholarship,X2,X4,X5,X8,X9,X10,X11,Dropout
-1.0,-1.0,-1.0,1.0,-1.0,-0.3913043478260869,-0.7142857142857143,0.5769230769230773,-0.30434782608695654,-0.5151515151515151,-0.7,0.27956989247311825,1
-1.0,-1.0,1.0,1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.2692307692307694,-0.4782608695652175,-0.6363636363636364,-0.5,0.37741935483870925,1
1.0,-1.0,1.0,-1.0,1.0,-0.30434782608695643,-0.33333333333333337,0.5692307692307694,-0.30434782608695654,-0.5151515151515151,-0.30000000000000004,0.5354838709677419,0
1.0,1.0,-1.0,1.0,-1.0,-0.4782608695652173,-0.5238095238095238,0.4423076923076925,-0.4782608695652175,0.15151515151515138,-0.8,0.5241935483870968,1
-1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-1.0,-1.0,-0.30434782608695654,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.6153846153846154,-0.4782608695652175,-0.5757575757575757,-0.5,0.6709677419354843,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.5461538461538469,-0.5652173913043479,-0.6363636363636364,-0.5,0.467741935483871,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.6190476190476191,0.384615384615385,-0.5652173913043479,-0.6363636363636364,-0.5,0.2870967741935484,0
-1.0,-1.0,1.0,1.0,-1.0,-0.3913043478260869,-0.4285714285714286,0.55,-0.39130434782608703,-0.3939393939393938,-0.6,0.5354838709677419,0
1.0,-1.0,1.0,-1.0,1.0,-0.3913043478260869,-0.33333333333333337,0.6814835164835167,-0.30434782608695654,-0.4545454545454546,-0.19999999999999996,0.6885304659498208,0
-1.0,-1.0,1.0,1.0,-1.0,-0.5652173913043478,-1.0,-1.0,-0.5652173913043479,-0.6969696969696969,-1.0,-1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,-0.4782608695652173,-0.9047619047619048,0.2692307692307694,-0.4782608695652175,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.4230769230769236,-0.4782608695652175,-0.5757575757575757,-0.5,0.40000000000000013,1
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.4807692307692313,-0.4782608695652175,-0.5757575757575757,-0.4,0.31720430107526876,0
1.0,-1.0,1.0,-1.0,1.0,-0.30434782608695643,-0.33333333333333337,0.5562087912087916,-0.30434782608695654,-0.5151515151515151,-0.30000000000000004,0.5227419354838707,0
1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1.0,1.0,-1.0,1.0,-1.0,-0.4782608695652173,-0.9047619047619048,0.6153846153846154,-0.4782608695652175,-0.5757575757575757,-1.0,-1.0,1
-1.0,-1.0,-1.0,-1.0,-1.0,-0.30434782608695643,-0.5238095238095238,0.3652307692307697,-0.30434782608695654,-0.3333333333333335,-0.5,0.33587096774193537,1
1.0,-1.0,1.0,-1.0,-1.0,-0.13043478260869557,-0.04761904761904767,0.4076923076923078,-0.13043478260869568,-0.2727272727272727,-0.09999999999999998,0.39247311827957,0
-1.0,-1.0,1.0,-1.0,1.0,-0.5652173913043478,-0.6190476190476191,0.2692307692307694,-0.5652173913043479,-0.4545454545454546,-0.6,0.564516129032258,0
1.0,-1.0,1.0,1.0,-1.0,-0.5652173913043478,-0.6190476190476191,0.3269230769230771,-0.5652173913043479,-0.3333333333333335,-0.5,0.27419354838709675,0
-1.0,-1.0,1.0,1.0,1.0,-0.5652173913043478,-1.0,-1.0,-0.5652173913043479,-0.6969696969696969,-1.0,-1.0,1
1.0,-1.0,1.0,1.0,-1.0,-0.5652173913043478,-1.0,-1.0,-0.5652173913043479,-0.6969696969696969,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.5494505494505499,-0.4782608695652175,-0.6363636363636364,-0.4,0.43010752688172027,0
1.0,-1.0,1.0,-1.0,-1.0,-0.30434782608695643,-0.33333333333333337,0.5478021978021987,-0.30434782608695654,-0.5151515151515151,-0.30000000000000004,0.5145161290322584,1
-1.0,-1.0,1.0,-1.0,-1.0,0.30434782608695654,0.3333333333333335,0.2609890109890114,0.21739130434782594,-0.030303030303030387,0.19999999999999996,0.33602150537634423,1
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.5989010989010992,-0.4782608695652175,-0.09090909090909105,-0.4,0.4790322580645161,0
-1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.4782608695652175,-0.5151515151515151,-0.9,0.12903225806451601,1
-1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.5238095238095238,0.4076923076923078,-0.39130434782608703,-0.15151515151515138,-0.7,0.2870967741935484,1
-1.0,-1.0,1.0,1.0,-1.0,-0.30434782608695643,-0.33333333333333337,0.4802197802197803,-0.30434782608695654,-0.4545454545454546,-0.30000000000000004,0.4483870967741932,0
1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.5238095238095238,0.36153846153846203,-0.39130434782608703,-0.4545454545454546,-0.4,0.32190860215053796,0
1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.33333333333333337,0.44065934065934087,-0.30434782608695654,-0.2727272727272727,-0.19999999999999996,0.46068548387096775,0
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.6153846153846154,-0.4782608695652175,-0.4545454545454546,-0.5,0.5806451612903225,0
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.45054945054945095,-0.4782608695652175,-0.6363636363636364,-0.4,0.543010752688172,0
1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.8095238095238095,0.5000000000000002,-0.5652173913043479,-0.5151515151515151,-0.6,0.35483870967741926,0
-1.0,-1.0,-1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.5961538461538465,-0.4782608695652175,-0.5757575757575757,-0.4,0.6129032258064517,0
1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.4782608695652175,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.4423076923076925,-0.4782608695652175,-0.3333333333333335,-0.4,0.4489247311827955,0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
-1.0,-1.0,1.0,1.0,-1.0,-0.3913043478260869,-0.33333333333333337,0.36483516483516465,-0.30434782608695654,-0.3939393939393938,-0.30000000000000004,0.45786290322580614,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.6190476190476191,0.3269230769230771,-0.5652173913043479,-0.5757575757575757,-0.6,0.35483870967741926,0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
-1.0,1.0,-1.0,-1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.5652173913043479,-0.6969696969696969,-1.0,-1.0,1
1.0,-1.0,-1.0,-1.0,-1.0,-0.5652173913043478,-1.0,-1.0,-0.5652173913043479,-0.6969696969696969,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.5000000000000002,-0.4782608695652175,-0.6363636363636364,-0.4,0.37365591397849474,0
-1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.30769230769230793,-0.4782608695652175,-0.5757575757575757,-0.4,0.403225806451613,0
-1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.6648351648351651,-0.39130434782608703,-0.5151515151515151,-0.30000000000000004,0.6229838709677422,0
-1.0,-1.0,1.0,1.0,-1.0,-0.5652173913043478,-1.0,-1.0,-0.5652173913043479,-0.6969696969696969,-1.0,-1.0,1
-1.0,1.0,-1.0,-1.0,-1.0,-0.30434782608695643,-0.6190476190476191,0.384615384615385,-0.39130434782608703,-0.4545454545454546,-0.6,0.35483870967741926,1
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.5238095238095238,0.4769230769230772,-0.4782608695652175,-0.5151515151515151,-0.5,0.24193548387096775,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.6190476190476191,0.5865384615384619,-0.4782608695652175,-0.09090909090909105,-0.4,0.6370967741935483,0
1.0,-1.0,1.0,-1.0,1.0,-0.3913043478260869,-0.33333333333333337,0.5924725274725278,-0.30434782608695654,-0.5151515151515151,-0.19999999999999996,0.6455645161290322,0
1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.6538461538461544,-0.5652173913043479,-0.5151515151515151,-0.5,0.467741935483871,0
-1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.4230769230769236,-0.4782608695652175,-0.5151515151515151,-0.4,0.2983870967741935,0
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.5961538461538465,-0.4782608695652175,-0.6363636363636364,-0.4,0.5806451612903225,0
-1.0,1.0,-1.0,1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.5652173913043479,-0.6363636363636364,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,1.0,-0.4782608695652173,-0.6190476190476191,0.3269230769230771,-0.4782608695652175,-0.3939393939393938,-0.5,0.42258064516129035,0
1.0,-1.0,1.0,1.0,-1.0,0.5652173913043481,0.7142857142857144,0.4423076923076925,0.13043478260869557,0.5757575757575757,0.19999999999999996,0.29032258064516125,0
-1.0,1.0,1.0,-1.0,1.0,-0.5652173913043478,-0.8095238095238095,0.3269230769230771,-0.5652173913043479,-0.3939393939393938,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.33333333333333337,0.4823626373626375,-0.30434782608695654,-0.3939393939393938,-0.19999999999999996,0.5568100358422938,0
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.3351648351648353,-0.4782608695652175,-0.5151515151515151,-0.4,0.39247311827957,0
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.796703296703297,-0.4782608695652175,-0.6363636363636364,-0.4,0.938172043010753,0
1.0,-1.0,1.0,1.0,1.0,-0.3913043478260869,-0.5238095238095238,0.2923076923076924,-0.39130434782608703,-0.5151515151515151,-0.5,0.26451612903225796,0
1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,-0.30434782608695643,-0.33333333333333337,0.47032967032967066,-0.30434782608695654,-0.5151515151515151,-0.30000000000000004,0.43870967741935485,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.8095238095238095,0.3269230769230771,-0.5652173913043479,-0.4545454545454546,-0.6,0.3266129032258065,0
1.0,1.0,-1.0,1.0,-1.0,-0.5652173913043478,-0.9047619047619048,0.1538461538461542,-0.5652173913043479,-0.15151515151515138,-0.9,0.24193548387096775,1
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.35164835164835173,-0.4782608695652175,-0.09090909090909105,-0.4,0.1713709677419355,0
1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.5384615384615388,-0.5652173913043479,-0.5757575757575757,-0.6,0.6709677419354843,0
-1.0,1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.5000000000000002,-0.4782608695652175,-0.3333333333333335,-0.5,0.467741935483871,0
1.0,-1.0,1.0,1.0,-1.0,-0.3913043478260869,-0.4285714285714286,0.38873626373626413,-0.30434782608695654,-0.4545454545454546,-0.30000000000000004,0.5524193548387097,0
1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-0.8095238095238095,0.384615384615385,-0.4782608695652175,-0.2727272727272727,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.8095238095238095,0.2692307692307694,-0.4782608695652175,-0.15151515151515138,-0.7,0.16666666666666674,1
1.0,1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.9047619047619048,0.384615384615385,-0.5652173913043479,-0.4545454545454546,-0.7,0.35483870967741926,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.21739130434782605,-0.14285714285714313,0.25641025641025683,-0.13043478260869568,0.09090909090909083,0.0,0.31141439205955357,0
-1.0,-1.0,1.0,-1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.45054945054945095,-0.4782608695652175,-0.5151515151515151,-0.4,0.3125,0
-1.0,-1.0,1.0,-1.0,-1.0,0.04347826086956519,-0.04761904761904767,0.384615384615385,-0.13043478260869568,-0.3333333333333335,-0.5,0.24193548387096775,1
-1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.4423076923076925,-0.4782608695652175,-0.6363636363636364,-0.4,0.39247311827957,0
1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.4285714285714286,0.6461538461538463,-0.39130434782608703,-0.5757575757575757,-0.4,0.6107526881720431,0
-1.0,-1.0,1.0,1.0,1.0,-0.04347826086956508,0.04761904761904767,0.45804195804195835,-0.21739130434782628,-0.3333333333333335,-0.09999999999999998,0.42258064516129035,0
-1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.6346153846153848,-0.4782608695652175,-0.5151515151515151,-0.4,0.39247311827957,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.6190476190476191,0.1826923076923077,-0.39130434782608703,-0.3939393939393938,-0.7,0.467741935483871,1
1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.36153846153846203,-0.5652173913043479,-0.5151515151515151,-0.6,0.2701612903225805,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.6153846153846154,-0.4782608695652175,-0.6363636363636364,-0.4,0.48655913978494625,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.13043478260869557,-0.14285714285714313,0.46153846153846145,-0.39130434782608703,-0.5757575757575757,-0.30000000000000004,0.403225806451613,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.4782608695652175,-0.6363636363636364,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.4230769230769236,-0.4782608695652175,-0.6363636363636364,-0.8,0.5806451612903225,1
1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.4782608695652175,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,1.0,1.0,-0.3913043478260869,-0.33333333333333337,0.5534065934065937,-0.30434782608695654,-0.5151515151515151,-0.19999999999999996,0.5700604838709677,0
1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.6190476190476191,0.384615384615385,-0.5652173913043479,-0.4545454545454546,-0.6,0.4451612903225808,0
1.0,1.0,1.0,-1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.4782608695652175,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,0.4782608695652173,0.04761904761904767,0.4895104895104896,0.13043478260869557,-0.09090909090909105,-0.09999999999999998,0.5304659498207887,0
1.0,-1.0,1.0,1.0,-1.0,-0.5652173913043478,-0.7142857142857143,0.1538461538461542,-0.5652173913043479,-0.3939393939393938,-0.6,0.24193548387096775,1
1.0,-1.0,1.0,-1.0,1.0,-0.3913043478260869,-0.33333333333333337,0.5585164835164835,-0.30434782608695654,-0.2727272727272727,-0.19999999999999996,0.47338709677419333,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.4285714285714286,0.6978021978021984,-0.4782608695652175,-0.5757575757575757,-0.4,0.5994623655913978,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-1.0,-1.0,-0.30434782608695654,-1.0,-1.0,-1.0,1
-1.0,-1.0,1.0,1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.5923076923076924,-0.5652173913043479,-0.5757575757575757,-0.5,0.596774193548387,0
1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.4285714285714286,0.49038461538461586,-0.39130434782608703,-0.5757575757575757,-0.4,0.45833333333333326,0
1.0,-1.0,1.0,-1.0,-1.0,0.130434782608696,0.23809523809523792,0.5710059171597639,0.043478260869564966,-0.2727272727272727,0.19999999999999996,0.6088709677419353,0
1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.2461538461538464,-0.5652173913043479,-0.4545454545454546,-0.6,0.2701612903225805,0
-1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-1.0,-1.0,-0.4782608695652175,-0.2727272727272727,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,-1.0,-0.3913043478260869,-0.5238095238095238,0.6070769230769233,-0.30434782608695654,-0.4545454545454546,-0.30000000000000004,0.6193548387096774,0
1.0,-1.0,1.0,1.0,-1.0,-0.4782608695652173,-0.5238095238095238,0.2461538461538464,-0.4782608695652175,-0.2727272727272727,-0.7,0.12903225806451601,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.30434782608695643,-0.23809523809523814,0.48687500000000017,-0.30434782608695654,-0.5151515151515151,-0.19999999999999996,0.45489919354838726,0
1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
1.0,-1.0,1.0,-1.0,1.0,-0.30434782608695643,-0.33333333333333337,0.48945054945054967,-0.30434782608695654,-0.3333333333333335,-0.30000000000000004,0.45741935483870977,0
1.0,-1.0,1.0,1.0,1.0,-0.4782608695652173,-0.4285714285714286,0.5192307692307694,-0.4782608695652175,-0.5151515151515151,-0.4,0.5,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.5652173913043478,-0.5238095238095238,0.4230769230769236,-0.5652173913043479,-0.5757575757575757,-0.5,0.2870967741935484,0
-1.0,-1.0,1.0,-1.0,-1.0,-0.4782608695652173,-0.6190476190476191,0.2692307692307694,-0.4782608695652175,-0.2727272727272727,-0.5,0.2231182795698925,0
1.0,-1.0,1.0,1.0,1.0,-0.5652173913043478,-0.5238095238095238,0.453846153846154,-0.5652173913043479,-0.4545454545454546,-0.5,0.5354838709677419,1
